Grade_FAQ,Grade_Large,Grade_Local,Grade_Medium,Grade_Non-FAQ,Grade_Small,State,District,Commodity,Variety,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
1.0,0.0,0.0,0.0,0.0,0.0,Andhra Pradesh,Chittor,Gur(Jaggery),NO 2,3400,3500,3500.0
1.0,0.0,0.0,0.0,0.0,0.0,Andhra Pradesh,Chittor,Tomato,Local,900,1100,1000.0
1.0,0.0,0.0,0.0,0.0,0.0,Andhra Pradesh,Chittor,Potato,(Red Nanital),1500,2000,1800.0
1.0,0.0,0.0,0.0,0.0,0.0,Andhra Pradesh,Chittor,Tomato,Hybrid,900,1070,1000.0
0.0,0.0,0.0,1.0,0.0,0.0,Andhra Pradesh,East Godavari,Water Melon,Other,2500,3000,2700.0
0.0,0.0,0.0,0.0,1.0,0.0,Andhra Pradesh,Guntur,Black Gram (Urd Beans)(Whole),Black Gram (Whole),7400,7500,7450.0
1.0,0.0,0.0,0.0,0.0,0.0,Andhra Pradesh,Krishna,Rice,Fine,4500,4700,4600.0
1.0,0.0,0.0,0.0,0.0,0.0,Andhra Pradesh,Kurnool,Groundnut,Balli/Habbu,3266,6366,6161.0
1.0,0.0,0.0,0.0,0.0,0.0,Andhra Pradesh,Kurnool,Groundnut,TMV-2,4619,6610,5690.0
0.0,0.0,0.0,0.0,1.0,0.0,Andhra Pradesh,Kurnool,Groundnut,TMV-2,2200,4519,4315.0
1.0,0.0,0.0,0.0,0.0,0.0,Andhra Pradesh,Visakhapatnam,Gur(Jaggery),NO 3,2860,3120,2990.0
1.0,0.0,0.0,0.0,0.0,0.0,Bihar,Banka,Onion,Medium,2600,3000,2800.0
1.0,0.0,0.0,0.0,0.0,0.0,Bihar,Bhojpur,Potato,Jyoti,1000,1200,1100.0
1.0,0.0,0.0,0.0,0.0,0.0,Bihar,Madhubani,Onion,Medium,2800,3000,2900.0
1.0,0.0,0.0,0.0,0.0,0.0,Chandigarh,Chandigarh,Cucumbar(Kheera),Other,800,1600,1200.0
0.0,0.0,0.0,1.0,0.0,0.0,Chandigarh,Chandigarh,Grapes,Other,3000,8000,6000.0
1.0,0.0,0.0,0.0,0.0,0.0,Chandigarh,Chandigarh,Green Chilli,Other,2000,3000,2500.0
1.0,0.0,0.0,0.0,0.0,0.0,Chandigarh,Chandigarh,Pumpkin,Other,500,800,700.0
0.0,0.0,0.0,1.0,0.0,0.0,Goa,North Goa,Grapes,Green,5000,5000,5000.0
0.0,0.0,0.0,1.0,0.0,0.0,Goa,North Goa,Mousambi(Sweet Lime),Mousambi,4000,4000,4000.0
1.0,0.0,0.0,0.0,0.0,0.0,Goa,North Goa,Potato,Potato,2000,2000,2000.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Amreli,Brinjal,Other,850,1550,1200.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Amreli,Coriander(Leaves),Coriander,3250,4050,3800.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Amreli,Ginger(Green),Green Ginger,4350,5050,4700.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Amreli,Guar,Gwar,3200,4050,3750.0
0.0,0.0,0.0,0.0,1.0,0.0,Gujarat,Amreli,Tomato,Local,550,1250,800.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Anand,Cabbage,Cabbage,200,300,250.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Anand,Cauliflower,Cauliflower,400,500,450.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Anand,Bhindi(Ladies Finger),Other,3500,4500,4000.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Anand,Bottle gourd,Bottle Gourd,500,1200,1000.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Anand,Cabbage,Other,500,1000,800.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Anand,Tinda,Other,6500,7500,7000.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Anand,Wheat,Other,2450,3250,2650.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Banaskanth,Gram Raw(Chholia),Other,8000,8400,8200.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Banaskanth,Wheat,Other,2425,2910,2650.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Bharuch,Carrot,Carrot,1200,2000,1500.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Bharuch,Lemon,Lemon,5000,9000,8000.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Bharuch,Tomato,Tomato,400,800,600.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Bharuch,Jowar(Sorghum),Other,3000,3600,3300.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Bhavnagar,Cotton,Shanker 6 (B) 30mm FIne,6350,7000,6675.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Bhavnagar,Jowar(Sorghum),Local,1700,3995,2850.0
0.0,0.0,0.0,0.0,1.0,0.0,Gujarat,Dahod,Arhar (Tur/Red Gram)(Whole),Arhar (Whole),5700,5800,5750.0
0.0,0.0,0.0,0.0,1.0,0.0,Gujarat,Dahod,Arhar (Tur/Red Gram)(Whole),Other,6100,6200,6150.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Dahod,Maize,White (SAFED),2275,3000,2800.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Dahod,Rice,Coarse,5000,6000,5500.0
0.0,0.0,0.0,0.0,1.0,0.0,Gujarat,Dahod,Soyabean,Soyabeen,4200,4301,4250.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Dahod,Wheat,147 Average,2700,2851,2800.0
0.0,0.0,0.0,0.0,1.0,0.0,Gujarat,Dahod,Paddy(Dhan)(Common),Common,1580,1600,1590.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Kachchh,Guar Seed(Cluster Beans Seed),Whole,4888,4930,4909.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Kheda,Potato,Other,1200,1600,1400.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Kheda,Beetroot,Beetroot,500,650,600.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Kheda,Bhindi(Ladies Finger),Bhindi,1300,1500,1450.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Kheda,Brinjal,Brinjal,300,400,350.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Kheda,Cabbage,Cabbage,600,700,650.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Kheda,Carrot,Carrot,800,1000,900.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Kheda,Cauliflower,Cauliflower,900,1000,950.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Kheda,Ginger(Green),Green Ginger,2000,2500,2400.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Kheda,Lemon,Lemon,5000,6000,5500.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Kheda,Peas cod,Peas cod,2500,3000,2800.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Kheda,Pegeon Pea (Arhar Fali),Pigeon Pea (Arhar Fali),4000,4500,4350.0
0.0,0.0,0.0,0.0,1.0,0.0,Gujarat,Kheda,Tomato,Tomato,250,350,300.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Mehsana,Bhindi(Ladies Finger),Bhindi,250,4500,2750.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Mehsana,Green Chilli,Green Chilly,700,3100,2300.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Mehsana,Potato,Potato,150,1200,800.0
0.0,0.0,0.0,1.0,0.0,0.0,Gujarat,Navsari,Banana,Amruthapani,2000,3000,2500.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Navsari,Bhindi(Ladies Finger),Bhindi,3000,3500,3250.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Navsari,Bottle gourd,Bottle Gourd,500,1000,750.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Navsari,Green Chilli,Green Chilly,2500,5000,3750.0
0.0,0.0,0.0,0.0,1.0,0.0,Gujarat,Panchmahals,Paddy(Dhan)(Common),Paddy,1750,2000,1875.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Porbandar,Guar,Gwar,4000,6000,5000.0
0.0,0.0,0.0,0.0,1.0,0.0,Gujarat,Porbandar,Tomato,Deshi,500,1000,750.0
0.0,0.0,0.0,0.0,1.0,0.0,Gujarat,Rajkot,Arhar (Tur/Red Gram)(Whole),Medium,6430,6980,6805.0
0.0,0.0,0.0,0.0,1.0,0.0,Gujarat,Rajkot,Groundnut,Local,2880,4880,4480.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Rajkot,Guar,Gwar,2000,9000,5500.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Sabarkantha,Castor Seed,Other,6000,6200,6100.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Surat,Beetroot,Other,800,1500,1150.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Surat,Cabbage,Other,400,1200,800.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Surat,Carrot,Other,700,1300,1000.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Surat,Cucumbar(Kheera),Other,500,2000,1250.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Surat,French Beans (Frasbean),Other,3000,5800,4400.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Surat,Mango (Raw-Ripe),Other,2750,6000,4375.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Surat,Onion,Other,700,2500,1600.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Surat,Sponge gourd,Other,1000,3000,2000.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Surendranagar,Bitter gourd,Bitter Gourd,3500,4000,3750.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Surendranagar,Brinjal,Brinjal,2000,2500,2250.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Surendranagar,Tinda,Tinda,5000,5500,5250.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Vadodara(Baroda),Cucumbar(Kheera),Other,750,1500,1150.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Vadodara(Baroda),Peas cod,Other,3500,4000,3750.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Vadodara(Baroda),Beetroot,Other,1000,1500,1300.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Vadodara(Baroda),Capsicum,Capsicum,1500,3000,2300.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Vadodara(Baroda),Carrot,Other,1000,1500,1300.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Vadodara(Baroda),Cauliflower,Other,800,1000,950.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Vadodara(Baroda),Cucumbar(Kheera),Other,700,800,750.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Vadodara(Baroda),Drumstick,Other,800,1000,950.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Vadodara(Baroda),Elephant Yam (Suran),Other,5000,5500,5300.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Vadodara(Baroda),French Beans (Frasbean),Other,3000,3500,3300.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Vadodara(Baroda),Ginger(Green),Other,3000,4000,3500.0
0.0,0.0,0.0,1.0,0.0,0.0,Gujarat,Vadodara(Baroda),Mango,Other,2000,3500,2500.0
0.0,0.0,0.0,0.0,0.0,1.0,Gujarat,Vadodara(Baroda),Mango,Other,2000,3500,2500.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Vadodara(Baroda),Onion Green,Other,1800,2000,1900.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Vadodara(Baroda),Pointed gourd (Parval),Other,4000,4500,4300.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Vadodara(Baroda),Potato,Other,700,1800,1300.0
1.0,0.0,0.0,0.0,0.0,0.0,Gujarat,Vadodara(Baroda),Tomato,Other,300,500,450.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Ambala,Capsicum,Other,1000,1600,1500.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Ambala,French Beans (Frasbean),French Beans (Frasbean),1500,2000,1800.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Ambala,Lemon,Other,5000,6000,5500.0
0.0,0.0,0.0,1.0,0.0,0.0,Haryana,Ambala,Mousambi(Sweet Lime),Mousambi,3000,4000,3500.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Ambala,Tomato,Other,400,600,500.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Ambala,Brinjal,Other,600,600,600.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Ambala,Carrot,Other,600,800,800.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Ambala,Cabbage,Other,300,500,400.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Ambala,Carrot,Carrot,500,1500,1000.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Ambala,Ginger(Dry),Other,3000,5000,3800.0
0.0,0.0,0.0,1.0,0.0,0.0,Haryana,Ambala,Karbuja(Musk Melon),Karbhuja,4000,4000,4000.0
0.0,0.0,0.0,1.0,0.0,0.0,Haryana,Ambala,Orange,Orange,3000,6000,5000.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Ambala,Bottle gourd,Bottle Gourd,750,750,750.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Ambala,Brinjal,Brinjal,1000,1000,1000.0
0.0,0.0,0.0,1.0,0.0,0.0,Haryana,Ambala,Water Melon,Water Melon,1500,1500,1500.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Bhiwani,Mustard,Other,5950,5950,5950.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Faridabad,Beetroot,Beetroot,500,800,600.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Faridabad,Bottle gourd,Other,500,800,600.0
0.0,1.0,0.0,0.0,0.0,0.0,Haryana,Fatehabad,Orange,Other,6000,6000,6000.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Fatehabad,Bottle gourd,Bottle Gourd,1000,1200,1200.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Gurgaon,Bottle gourd,Bottle Gourd,800,1000,900.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Gurgaon,Bottle gourd,Other,600,800,700.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Gurgaon,Potato,Other,1000,1200,1100.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Gurgaon,Brinjal,Other,1000,1200,1100.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Gurgaon,Cauliflower,Other,500,600,550.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Gurgaon,Brinjal,Brinjal,1000,1500,1200.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Gurgaon,Cabbage,Cabbage,800,1200,1000.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Gurgaon,Potato,Potato,1000,1200,1200.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Gurgaon,Pumpkin,Pumpkin,800,1200,1200.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Hissar,Bitter gourd,Other,3500,4000,3800.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Hissar,Bottle gourd,Other,900,1000,1000.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Hissar,Cauliflower,Other,600,700,700.0
0.0,0.0,0.0,1.0,0.0,0.0,Haryana,Hissar,Grapes,Other,5000,6000,5500.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Hissar,Lemon,Other,4500,5000,4800.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Hissar,Potato,Other,1000,1100,1100.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Hissar,Bitter gourd,Other,3000,4000,3500.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Hissar,Pumpkin,Other,1000,1500,1300.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Hissar,Mustard,Other,5950,5950,5950.0
0.0,0.0,0.0,0.0,1.0,0.0,Haryana,Hissar,Mustard,Other,5200,5944,5500.0
0.0,0.0,0.0,1.0,0.0,0.0,Haryana,Hissar,Apple,Apple,6500,6500,6500.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Hissar,Brinjal,Other,1000,1200,1200.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Jhajar,Beetroot,Other,2500,3000,2800.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Jhajar,Bitter gourd,Other,2500,5000,3500.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Jhajar,Carrot,Other,800,1000,900.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Jhajar,Cauliflower,Other,500,800,600.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Jhajar,Ginger(Green),Other,5500,6000,5800.0
0.0,0.0,0.0,1.0,0.0,0.0,Haryana,Jhajar,Grapes,Other,6500,8000,7000.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Jhajar,Lemon,Other,5500,6000,5800.0
0.0,0.0,0.0,0.0,1.0,0.0,Haryana,Jhajar,Onion,Other,800,1100,1000.0
0.0,0.0,0.0,0.0,1.0,0.0,Haryana,Jhajar,Tomato,Other,400,550,500.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Jind,Mustard,Other,5762,5950,5950.0
0.0,0.0,0.0,1.0,0.0,0.0,Haryana,Jind,Chikoos(Sapota),Other,6000,6000,6000.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Jind,Mustard,Big 100 Kg,5400,5950,5867.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Kaithal,Potato,Other,800,1000,950.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Kaithal,Tomato,Deshi,700,1000,950.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Kaithal,Brinjal,Other,1200,1300,1300.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Kaithal,Cauliflower,Other,400,500,450.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Kaithal,Cucumbar(Kheera),Other,1100,1250,1200.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Kaithal,Tomato,Other,1100,1250,1200.0
0.0,0.0,0.0,1.0,0.0,0.0,Haryana,Karnal,Banana,Other,3000,3300,3000.0
0.0,0.0,0.0,1.0,0.0,0.0,Haryana,Karnal,Banana,Other,2000,2500,2200.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Kurukshetra,Green Chilli,Green Chilly,3000,4500,3500.0
0.0,0.0,0.0,1.0,0.0,0.0,Haryana,Kurukshetra,Orange,Orange,4500,5000,4800.0
0.0,0.0,0.0,1.0,0.0,0.0,Haryana,Kurukshetra,Pineapple,Pine Apple,3000,3000,3000.0
0.0,0.0,0.0,1.0,0.0,0.0,Haryana,Kurukshetra,Water Melon,Water Melon,1000,1000,1000.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Kurukshetra,Brinjal,Brinjal,700,1200,1000.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Kurukshetra,Cabbage,Cabbage,300,300,300.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Kurukshetra,Cucumbar(Kheera),Cucumbar,700,1200,900.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Kurukshetra,Green Chilli,Green Chilly,4500,5500,5000.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Kurukshetra,Spinach,Spinach,600,1000,900.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Mahendragarh-Narnaul,Beetroot,Beetroot,1000,1000,1000.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Mahendragarh-Narnaul,Bitter gourd,Bitter Gourd,2000,2200,2200.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Mahendragarh-Narnaul,Cabbage,Cabbage,500,1000,500.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Mahendragarh-Narnaul,Cucumbar(Kheera),Cucumbar,700,1200,1000.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Mahendragarh-Narnaul,Ginger(Green),Green Ginger,4000,4000,4000.0
0.0,0.0,0.0,1.0,0.0,0.0,Haryana,Mahendragarh-Narnaul,Chikoos(Sapota),Sapota,3000,3000,3000.0
0.0,0.0,0.0,1.0,0.0,0.0,Haryana,Mahendragarh-Narnaul,Karbuja(Musk Melon),Karbhuja,2000,2500,2200.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Mahendragarh-Narnaul,Lemon,Lemon,4000,6000,6000.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Mahendragarh-Narnaul,Potato,Potato,1200,1200,1200.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Mahendragarh-Narnaul,Spinach,Spinach,1500,1500,1500.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Mahendragarh-Narnaul,Tomato,Tomato,1000,1100,1100.0
0.0,0.0,0.0,1.0,0.0,0.0,Haryana,Mahendragarh-Narnaul,Water Melon,Water Melon,1000,2000,1500.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Mewat,Bitter gourd,Other,2500,2500,2500.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Mewat,Cucumbar(Kheera),Cucumbar,1500,2000,1800.0
0.0,0.0,0.0,1.0,0.0,0.0,Haryana,Mewat,Karbuja(Musk Melon),Karbhuja,2000,3000,2500.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Palwal,Raddish,Raddish,800,800,800.0
0.0,0.0,0.0,0.0,1.0,0.0,Haryana,Palwal,Wheat,Other,1990,1990,1990.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Panchkula,Bottle gourd,Other,1000,1400,1200.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Panchkula,Bottle gourd,Bottle Gourd,800,1000,800.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Panchkula,Brinjal,Other,1200,1400,1200.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Panchkula,Ginger(Green),Green Ginger,2800,3000,2800.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Panchkula,Green Chilli,Other,2400,2600,2400.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Panchkula,Peas Wet,Other,1800,2000,1800.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Panchkula,Potato,Other,800,1000,800.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Panchkula,Raddish,Other,500,600,500.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Panchkula,Spinach,Spinach,600,700,600.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Panipat,Brinjal,Arkasheela Mattigulla,600,800,700.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Panipat,Cabbage,Other,500,700,600.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Panipat,Cucumbar(Kheera),Other,800,1200,1000.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Panipat,Onion,Other,800,1200,1000.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Panipat,Coriander(Leaves),Coriander,1500,1500,1500.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Panipat,Green Chilli,Green Chilly,5000,5000,5000.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Panipat,Onion,Local,1600,1600,1600.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Rewari,Brinjal,Other,1000,1000,1000.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Rewari,Potato,Other,1000,1000,1000.0
0.0,0.0,0.0,0.0,1.0,0.0,Haryana,Rewari,Onion,Medium,1000,2000,1500.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Rohtak,Cucumbar(Kheera),Cucumbar,1000,1000,1000.0
0.0,0.0,0.0,1.0,0.0,0.0,Haryana,Rohtak,Grapes,Other,5000,6000,5500.0
0.0,0.0,0.0,1.0,0.0,0.0,Haryana,Rohtak,Guava,Guava,2500,2500,2500.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Rohtak,Tomato,Deshi,600,1000,800.0
0.0,1.0,0.0,0.0,0.0,0.0,Haryana,Rohtak,Guava,Other,1500,4000,2500.0
0.0,1.0,0.0,0.0,0.0,0.0,Haryana,Rohtak,Banana,Other,2500,2500,2500.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Rohtak,Onion,Other,1500,1500,1500.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Sirsa,Barley (Jau),Local,1772,1975,1882.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Sirsa,Potato,Potato,500,800,700.0
0.0,0.0,0.0,1.0,0.0,0.0,Haryana,Sirsa,Chikoos(Sapota),Other,2500,3000,3000.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Sirsa,Potato,Other,1200,1200,1200.0
0.0,0.0,0.0,1.0,0.0,0.0,Haryana,Sirsa,Banana,Other,2000,2000,2000.0
0.0,0.0,0.0,1.0,0.0,0.0,Haryana,Sirsa,Grapes,Other,4500,7700,6000.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Sirsa,Potato,Other,450,700,500.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Sirsa,Tomato,Other,700,1300,1000.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Sonipat,Bhindi(Ladies Finger),Bhindi,4500,5000,4800.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Sonipat,Carrot,Carrot,2000,2500,2200.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Sonipat,Peas Wet,Peas Wet,2200,2500,2400.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Sonipat,Tomato,Tomato,800,1000,1000.0
0.0,1.0,0.0,0.0,0.0,0.0,Haryana,Sonipat,Orange,Other,5000,7000,6000.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Sonipat,Mustard,Other,5060,5710,5060.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Sonipat,Carrot,Other,800,2000,2000.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Sonipat,Cauliflower,Other,500,600,600.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Sonipat,Potato,Other,700,1000,1000.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Sonipat,Tomato,Deshi,1200,1500,1300.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Yamuna Nagar,Peas Wet,Peas Wet,4000,4000,4000.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Yamuna Nagar,Bhindi(Ladies Finger),Other,4000,6500,5500.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Yamuna Nagar,Cucumbar(Kheera),Other,900,1500,1250.0
1.0,0.0,0.0,0.0,0.0,0.0,Haryana,Yamuna Nagar,Lemon,Other,5800,9000,8500.0
0.0,0.0,0.0,1.0,0.0,0.0,Haryana,Yamuna Nagar,Water Melon,Other,1200,1500,1400.0
